hr,body_battery,timestamp_gmt_ms,moving_s,time_s,elapsed_s,dist_m,timestamp_utc
75.0,75.0,1753266591000.0,0.0,923.0,923.0,0.0,2025-07-23 10:29:51+00:00
72.0,75.0,1753266592000.0,0.0,924.0,924.0,0.0,2025-07-23 10:29:52+00:00
70.0,75.0,1753266593000.0,0.0,925.0,925.0,0.0,2025-07-23 10:29:53+00:00
71.0,75.0,1753266597000.0,0.0,929.0,929.0,0.0,2025-07-23 10:29:57+00:00
72.0,75.0,1753266600000.0,0.0,932.0,932.0,0.0,2025-07-23 10:30:00+00:00
73.0,75.0,1753266606000.0,0.0,938.0,938.0,0.0,2025-07-23 10:30:06+00:00
74.0,75.0,1753266607000.0,0.0,939.0,939.0,0.0,2025-07-23 10:30:07+00:00
75.0,75.0,1753266608000.0,0.0,940.0,940.0,0.0,2025-07-23 10:30:08+00:00
76.0,75.0,1753266612000.0,0.0,944.0,944.0,0.0,2025-07-23 10:30:12+00:00
77.0,75.0,1753266613000.0,0.0,945.0,945.0,0.0,2025-07-23 10:30:13+00:00
78.0,75.0,1753266614000.0,0.0,946.0,946.0,0.0,2025-07-23 10:30:14+00:00
79.0,75.0,1753266615000.0,0.0,947.0,947.0,0.0,2025-07-23 10:30:15+00:00
80.0,75.0,1753266616000.0,0.0,948.0,948.0,0.0,2025-07-23 10:30:16+00:00
81.0,75.0,1753266617000.0,0.0,949.0,949.0,0.0,2025-07-23 10:30:17+00:00
82.0,75.0,1753266619000.0,0.0,951.0,951.0,0.0,2025-07-23 10:30:19+00:00
83.0,75.0,1753266621000.0,0.0,953.0,953.0,0.0,2025-07-23 10:30:21+00:00
82.0,75.0,1753266622000.0,0.0,954.0,954.0,0.0,2025-07-23 10:30:22+00:00
83.0,75.0,1753266623000.0,0.0,955.0,955.0,0.0,2025-07-23 10:30:23+00:00
84.0,75.0,1753266624000.0,0.0,956.0,956.0,0.0,2025-07-23 10:30:24+00:00
85.0,75.0,1753266625000.0,0.0,957.0,957.0,0.0,2025-07-23 10:30:25+00:00
86.0,75.0,1753266627000.0,0.0,959.0,959.0,0.0,2025-07-23 10:30:27+00:00
86.0,75.0,1753266630000.0,0.0,962.0,962.0,0.0,2025-07-23 10:30:30+00:00
85.0,75.0,1753266632000.0,0.0,964.0,964.0,0.0,2025-07-23 10:30:32+00:00
86.0,75.0,1753266635000.0,0.0,967.0,967.0,0.0,2025-07-23 10:30:35+00:00
88.0,75.0,1753266636000.0,0.0,968.0,968.0,0.0,2025-07-23 10:30:36+00:00
87.0,75.0,1753266637000.0,0.0,969.0,969.0,0.0,2025-07-23 10:30:37+00:00
88.0,75.0,1753266639000.0,0.0,971.0,971.0,0.0,2025-07-23 10:30:39+00:00
89.0,75.0,1753266640000.0,0.0,972.0,972.0,0.0,2025-07-23 10:30:40+00:00
90.0,75.0,1753266642000.0,0.0,974.0,974.0,0.0,2025-07-23 10:30:42+00:00
91.0,75.0,1753266643000.0,0.0,975.0,975.0,0.0,2025-07-23 10:30:43+00:00
92.0,75.0,1753266645000.0,0.0,977.0,977.0,0.0,2025-07-23 10:30:45+00:00
93.0,75.0,1753266646000.0,0.0,978.0,978.0,0.0,2025-07-23 10:30:46+00:00
94.0,75.0,1753266647000.0,0.0,979.0,979.0,0.0,2025-07-23 10:30:47+00:00
95.0,75.0,1753266649000.0,0.0,981.0,981.0,0.0,2025-07-23 10:30:49+00:00
97.0,75.0,1753266652000.0,0.0,984.0,984.0,0.0,2025-07-23 10:30:52+00:00
99.0,75.0,1753266653000.0,0.0,985.0,985.0,0.0,2025-07-23 10:30:53+00:00
106.0,75.0,1753266656000.0,0.0,988.0,988.0,0.0,2025-07-23 10:30:56+00:00
109.0,75.0,1753266657000.0,0.0,989.0,989.0,0.0,2025-07-23 10:30:57+00:00
110.0,75.0,1753266658000.0,0.0,990.0,990.0,0.0,2025-07-23 10:30:58+00:00
109.0,75.0,1753266659000.0,0.0,991.0,991.0,0.0,2025-07-23 10:30:59+00:00
108.0,75.0,1753266660000.0,0.0,992.0,992.0,0.0,2025-07-23 10:31:00+00:00
103.0,75.0,1753266661000.0,0.0,993.0,993.0,0.0,2025-07-23 10:31:01+00:00
102.0,75.0,1753266662000.0,0.0,994.0,994.0,0.0,2025-07-23 10:31:02+00:00
101.0,75.0,1753266664000.0,0.0,996.0,996.0,0.0,2025-07-23 10:31:04+00:00
100.0,75.0,1753266666000.0,0.0,998.0,998.0,0.0,2025-07-23 10:31:06+00:00
99.0,75.0,1753266668000.0,0.0,1000.0,1000.0,0.0,2025-07-23 10:31:08+00:00
100.0,75.0,1753266669000.0,0.0,1001.0,1001.0,0.0,2025-07-23 10:31:09+00:00
99.0,75.0,1753266670000.0,0.0,1002.0,1002.0,0.0,2025-07-23 10:31:10+00:00
98.0,75.0,1753266672000.0,0.0,1004.0,1004.0,0.0,2025-07-23 10:31:12+00:00
97.0,75.0,1753266674000.0,0.0,1006.0,1006.0,0.0,2025-07-23 10:31:14+00:00
98.0,75.0,1753266677000.0,0.0,1009.0,1009.0,0.0,2025-07-23 10:31:17+00:00
99.0,75.0,1753266680000.0,0.0,1012.0,1012.0,0.0,2025-07-23 10:31:20+00:00
98.0,75.0,1753266681000.0,0.0,1013.0,1013.0,0.0,2025-07-23 10:31:21+00:00
97.0,75.0,1753266685000.0,0.0,1017.0,1017.0,0.0,2025-07-23 10:31:25+00:00
98.0,75.0,1753266688000.0,0.0,1020.0,1020.0,0.0,2025-07-23 10:31:28+00:00
97.0,75.0,1753266689000.0,0.0,1021.0,1021.0,0.0,2025-07-23 10:31:29+00:00
96.0,75.0,1753266690000.0,0.0,1022.0,1022.0,0.0,2025-07-23 10:31:30+00:00
97.0,75.0,1753266691000.0,0.0,1023.0,1023.0,0.0,2025-07-23 10:31:31+00:00
98.0,75.0,1753266692000.0,0.0,1024.0,1024.0,0.0,2025-07-23 10:31:32+00:00
101.0,75.0,1753266693000.0,0.0,1025.0,1025.0,0.0,2025-07-23 10:31:33+00:00
102.0,75.0,1753266694000.0,0.0,1026.0,1026.0,0.0,2025-07-23 10:31:34+00:00
103.0,75.0,1753266696000.0,0.0,1028.0,1028.0,0.0,2025-07-23 10:31:36+00:00
104.0,75.0,1753266697000.0,0.0,1029.0,1029.0,0.0,2025-07-23 10:31:37+00:00
105.0,75.0,1753266698000.0,0.0,1030.0,1030.0,0.0,2025-07-23 10:31:38+00:00
106.0,75.0,1753266699000.0,0.0,1031.0,1031.0,0.0,2025-07-23 10:31:39+00:00
107.0,75.0,1753266700000.0,0.0,1032.0,1032.0,0.0,2025-07-23 10:31:40+00:00
106.0,75.0,1753266701000.0,0.0,1033.0,1033.0,0.0,2025-07-23 10:31:41+00:00
107.0,75.0,1753266702000.0,0.0,1034.0,1034.0,0.0,2025-07-23 10:31:42+00:00
108.0,75.0,1753266704000.0,0.0,1036.0,1036.0,0.0,2025-07-23 10:31:44+00:00
109.0,75.0,1753266706000.0,0.0,1038.0,1038.0,0.0,2025-07-23 10:31:46+00:00
110.0,75.0,1753266707000.0,0.0,1039.0,1039.0,0.0,2025-07-23 10:31:47+00:00
111.0,75.0,1753266709000.0,0.0,1041.0,1041.0,0.0,2025-07-23 10:31:49+00:00
112.0,75.0,1753266711000.0,0.0,1043.0,1043.0,0.0,2025-07-23 10:31:51+00:00
111.0,75.0,1753266714000.0,0.0,1046.0,1046.0,0.0,2025-07-23 10:31:54+00:00
112.0,75.0,1753266716000.0,0.0,1048.0,1048.0,0.0,2025-07-23 10:31:56+00:00
111.0,75.0,1753266717000.0,0.0,1049.0,1049.0,0.0,2025-07-23 10:31:57+00:00
110.0,75.0,1753266722000.0,0.0,1054.0,1054.0,0.0,2025-07-23 10:32:02+00:00
113.0,75.0,1753266724000.0,0.0,1056.0,1056.0,0.0,2025-07-23 10:32:04+00:00
117.0,75.0,1753266725000.0,0.0,1057.0,1057.0,0.0,2025-07-23 10:32:05+00:00
118.0,75.0,1753266726000.0,0.0,1058.0,1058.0,0.0,2025-07-23 10:32:06+00:00
117.0,75.0,1753266729000.0,0.0,1061.0,1061.0,0.0,2025-07-23 10:32:09+00:00
115.0,75.0,1753266731000.0,0.0,1063.0,1063.0,0.0,2025-07-23 10:32:11+00:00
116.0,75.0,1753266732000.0,0.0,1064.0,1064.0,0.0,2025-07-23 10:32:12+00:00
118.0,75.0,1753266733000.0,0.0,1065.0,1065.0,0.0,2025-07-23 10:32:13+00:00
117.0,75.0,1753266734000.0,0.0,1066.0,1066.0,0.0,2025-07-23 10:32:14+00:00
120.0,75.0,1753266736000.0,0.0,1068.0,1068.0,0.0,2025-07-23 10:32:16+00:00
122.0,75.0,1753266737000.0,0.0,1069.0,1069.0,0.0,2025-07-23 10:32:17+00:00
121.0,75.0,1753266739000.0,0.0,1071.0,1071.0,0.0,2025-07-23 10:32:19+00:00
120.0,75.0,1753266741000.0,0.0,1073.0,1073.0,0.0,2025-07-23 10:32:21+00:00
119.0,75.0,1753266742000.0,0.0,1074.0,1074.0,0.0,2025-07-23 10:32:22+00:00
118.0,75.0,1753266743000.0,0.0,1075.0,1075.0,0.0,2025-07-23 10:32:23+00:00
119.0,75.0,1753266744000.0,0.0,1076.0,1076.0,0.0,2025-07-23 10:32:24+00:00
120.0,75.0,1753266747000.0,0.0,1079.0,1079.0,0.0,2025-07-23 10:32:27+00:00
121.0,75.0,1753266750000.0,0.0,1082.0,1082.0,0.0,2025-07-23 10:32:30+00:00
120.0,75.0,1753266761000.0,0.0,1093.0,1093.0,0.0,2025-07-23 10:32:41+00:00
119.0,75.0,1753266763000.0,0.0,1095.0,1095.0,0.0,2025-07-23 10:32:43+00:00
116.0,75.0,1753266765000.0,0.0,1097.0,1097.0,0.0,2025-07-23 10:32:45+00:00
113.0,75.0,1753266766000.0,0.0,1098.0,1098.0,0.0,2025-07-23 10:32:46+00:00
113.0,75.0,1753266767000.0,0.0,1099.0,1099.0,0.0,2025-07-23 10:32:47+00:00
116.0,75.0,1753266768000.0,0.0,1100.0,1100.0,0.0,2025-07-23 10:32:48+00:00
115.0,75.0,1753266770000.0,0.0,1102.0,1102.0,0.0,2025-07-23 10:32:50+00:00
114.0,75.0,1753266771000.0,0.0,1103.0,1103.0,0.0,2025-07-23 10:32:51+00:00
113.0,75.0,1753266772000.0,0.0,1104.0,1104.0,0.0,2025-07-23 10:32:52+00:00
114.0,75.0,1753266775000.0,0.0,1107.0,1107.0,0.0,2025-07-23 10:32:55+00:00
113.0,75.0,1753266780000.0,0.0,1112.0,1112.0,0.0,2025-07-23 10:33:00+00:00
108.0,75.0,1753266783000.0,0.0,1115.0,1115.0,0.0,2025-07-23 10:33:03+00:00
108.0,75.0,1753266784000.0,0.0,1116.0,1116.0,0.0,2025-07-23 10:33:04+00:00
109.0,75.0,1753266785000.0,0.0,1117.0,1117.0,0.0,2025-07-23 10:33:05+00:00
110.0,75.0,1753266786000.0,0.0,1118.0,1118.0,0.0,2025-07-23 10:33:06+00:00
111.0,75.0,1753266787000.0,0.0,1119.0,1119.0,0.0,2025-07-23 10:33:07+00:00
111.0,75.0,1753266790000.0,0.0,1122.0,1122.0,0.0,2025-07-23 10:33:10+00:00
110.0,75.0,1753266793000.0,0.0,1125.0,1125.0,0.0,2025-07-23 10:33:13+00:00
106.0,75.0,1753266794000.0,0.0,1126.0,1126.0,0.0,2025-07-23 10:33:14+00:00
104.0,75.0,1753266795000.0,0.0,1127.0,1127.0,0.0,2025-07-23 10:33:15+00:00
103.0,75.0,1753266796000.0,0.0,1128.0,1128.0,0.0,2025-07-23 10:33:16+00:00
102.0,75.0,1753266797000.0,0.0,1129.0,1129.0,0.0,2025-07-23 10:33:17+00:00
101.0,75.0,1753266798000.0,0.0,1130.0,1130.0,0.0,2025-07-23 10:33:18+00:00
100.0,75.0,1753266799000.0,0.0,1131.0,1131.0,0.0,2025-07-23 10:33:19+00:00
101.0,75.0,1753266802000.0,0.0,1134.0,1134.0,0.0,2025-07-23 10:33:22+00:00
102.0,75.0,1753266804000.0,0.0,1136.0,1136.0,0.0,2025-07-23 10:33:24+00:00
103.0,75.0,1753266806000.0,0.0,1138.0,1138.0,0.0,2025-07-23 10:33:26+00:00
104.0,75.0,1753266808000.0,0.0,1140.0,1140.0,0.0,2025-07-23 10:33:28+00:00
105.0,75.0,1753266810000.0,0.0,1142.0,1142.0,0.0,2025-07-23 10:33:30+00:00
106.0,75.0,1753266812000.0,0.0,1144.0,1144.0,0.0,2025-07-23 10:33:32+00:00
109.0,75.0,1753266813000.0,0.0,1145.0,1145.0,0.0,2025-07-23 10:33:33+00:00
112.0,75.0,1753266814000.0,0.0,1146.0,1146.0,0.0,2025-07-23 10:33:34+00:00
114.0,75.0,1753266815000.0,0.0,1147.0,1147.0,0.0,2025-07-23 10:33:35+00:00
113.0,75.0,1753266817000.0,0.0,1149.0,1149.0,0.0,2025-07-23 10:33:37+00:00
115.0,75.0,1753266819000.0,0.0,1151.0,1151.0,0.0,2025-07-23 10:33:39+00:00
117.0,75.0,1753266820000.0,0.0,1152.0,1152.0,0.0,2025-07-23 10:33:40+00:00
116.0,75.0,1753266822000.0,0.0,1154.0,1154.0,0.0,2025-07-23 10:33:42+00:00
115.0,75.0,1753266824000.0,0.0,1156.0,1156.0,0.0,2025-07-23 10:33:44+00:00
113.0,75.0,1753266825000.0,0.0,1157.0,1157.0,0.0,2025-07-23 10:33:45+00:00
112.0,75.0,1753266827000.0,0.0,1159.0,1159.0,0.0,2025-07-23 10:33:47+00:00
111.0,75.0,1753266828000.0,0.0,1160.0,1160.0,0.0,2025-07-23 10:33:48+00:00
109.0,75.0,1753266829000.0,0.0,1161.0,1161.0,0.0,2025-07-23 10:33:49+00:00
108.0,75.0,1753266830000.0,0.0,1162.0,1162.0,0.0,2025-07-23 10:33:50+00:00
110.0,75.0,1753266831000.0,0.0,1163.0,1163.0,0.0,2025-07-23 10:33:51+00:00
113.0,75.0,1753266832000.0,0.0,1164.0,1164.0,0.0,2025-07-23 10:33:52+00:00
114.0,75.0,1753266833000.0,0.0,1165.0,1165.0,0.0,2025-07-23 10:33:53+00:00
116.0,75.0,1753266834000.0,0.0,1166.0,1166.0,0.0,2025-07-23 10:33:54+00:00
117.0,75.0,1753266837000.0,0.0,1169.0,1169.0,0.0,2025-07-23 10:33:57+00:00
118.0,75.0,1753266839000.0,0.0,1171.0,1171.0,0.0,2025-07-23 10:33:59+00:00
119.0,75.0,1753266840000.0,0.0,1172.0,1172.0,0.0,2025-07-23 10:34:00+00:00
118.0,75.0,1753266843000.0,0.0,1175.0,1175.0,0.0,2025-07-23 10:34:03+00:00
115.0,75.0,1753266844000.0,0.0,1176.0,1176.0,0.0,2025-07-23 10:34:04+00:00
111.0,75.0,1753266845000.0,0.0,1177.0,1177.0,0.0,2025-07-23 10:34:05+00:00
110.0,75.0,1753266846000.0,0.0,1178.0,1178.0,0.0,2025-07-23 10:34:06+00:00
109.0,75.0,1753266847000.0,0.0,1179.0,1179.0,0.0,2025-07-23 10:34:07+00:00
108.0,75.0,1753266848000.0,0.0,1180.0,1180.0,0.0,2025-07-23 10:34:08+00:00
103.0,75.0,1753266849000.0,0.0,1181.0,1181.0,0.0,2025-07-23 10:34:09+00:00
102.0,75.0,1753266850000.0,0.0,1182.0,1182.0,0.0,2025-07-23 10:34:10+00:00
103.0,75.0,1753266852000.0,0.0,1184.0,1184.0,0.0,2025-07-23 10:34:12+00:00
102.0,75.0,1753266858000.0,0.0,1190.0,1190.0,0.0,2025-07-23 10:34:18+00:00
100.0,75.0,1753266860000.0,0.0,1192.0,1192.0,0.0,2025-07-23 10:34:20+00:00
98.0,75.0,1753266861000.0,0.0,1193.0,1193.0,0.0,2025-07-23 10:34:21+00:00
100.0,75.0,1753266862000.0,0.0,1194.0,1194.0,0.0,2025-07-23 10:34:22+00:00
101.0,75.0,1753266863000.0,0.0,1195.0,1195.0,0.0,2025-07-23 10:34:23+00:00
99.0,75.0,1753266864000.0,0.0,1196.0,1196.0,0.0,2025-07-23 10:34:24+00:00
92.0,75.0,1753266865000.0,0.0,1197.0,1197.0,0.0,2025-07-23 10:34:25+00:00
87.0,75.0,1753266866000.0,0.0,1198.0,1198.0,0.0,2025-07-23 10:34:26+00:00
92.0,75.0,1753266867000.0,0.0,1199.0,1199.0,0.0,2025-07-23 10:34:27+00:00
89.0,75.0,1753266869000.0,0.0,1201.0,1201.0,0.0,2025-07-23 10:34:29+00:00
86.0,75.0,1753266870000.0,0.0,1202.0,1202.0,0.0,2025-07-23 10:34:30+00:00
89.0,75.0,1753266871000.0,0.0,1203.0,1203.0,0.0,2025-07-23 10:34:31+00:00
91.0,75.0,1753266872000.0,0.0,1204.0,1204.0,0.0,2025-07-23 10:34:32+00:00
89.0,75.0,1753266873000.0,0.0,1205.0,1205.0,0.0,2025-07-23 10:34:33+00:00
91.0,75.0,1753266874000.0,0.0,1206.0,1206.0,0.0,2025-07-23 10:34:34+00:00
92.0,75.0,1753266875000.0,0.0,1207.0,1207.0,0.0,2025-07-23 10:34:35+00:00
88.0,75.0,1753266876000.0,0.0,1208.0,1208.0,0.0,2025-07-23 10:34:36+00:00
81.0,75.0,1753266877000.0,0.0,1209.0,1209.0,0.0,2025-07-23 10:34:37+00:00
78.0,75.0,1753266878000.0,0.0,1210.0,1210.0,0.0,2025-07-23 10:34:38+00:00
78.0,75.0,1753266879000.0,0.0,1211.0,1211.0,0.0,2025-07-23 10:34:39+00:00
82.0,75.0,1753266880000.0,0.0,1212.0,1212.0,0.0,2025-07-23 10:34:40+00:00
84.0,75.0,1753266881000.0,0.0,1213.0,1213.0,0.0,2025-07-23 10:34:41+00:00
85.0,75.0,1753266884000.0,0.0,1216.0,1216.0,0.0,2025-07-23 10:34:44+00:00
87.0,75.0,1753266885000.0,0.0,1217.0,1217.0,0.0,2025-07-23 10:34:45+00:00
84.0,75.0,1753266887000.0,0.0,1219.0,1219.0,0.0,2025-07-23 10:34:47+00:00
86.0,75.0,1753266888000.0,0.0,1220.0,1220.0,0.0,2025-07-23 10:34:48+00:00
87.0,75.0,1753266891000.0,0.0,1223.0,1223.0,0.0,2025-07-23 10:34:51+00:00
88.0,75.0,1753266892000.0,0.0,1224.0,1224.0,0.0,2025-07-23 10:34:52+00:00
89.0,75.0,1753266893000.0,0.0,1225.0,1225.0,0.0,2025-07-23 10:34:53+00:00
90.0,75.0,1753266895000.0,0.0,1227.0,1227.0,0.0,2025-07-23 10:34:55+00:00
91.0,75.0,1753266897000.0,0.0,1229.0,1229.0,0.0,2025-07-23 10:34:57+00:00
92.0,75.0,1753266899000.0,0.0,1231.0,1231.0,0.0,2025-07-23 10:34:59+00:00
93.0,75.0,1753266902000.0,0.0,1234.0,1234.0,0.0,2025-07-23 10:35:02+00:00
94.0,75.0,1753266904000.0,0.0,1236.0,1236.0,0.0,2025-07-23 10:35:04+00:00
92.0,75.0,1753266905000.0,0.0,1237.0,1237.0,0.0,2025-07-23 10:35:05+00:00
91.0,75.0,1753266906000.0,0.0,1238.0,1238.0,0.0,2025-07-23 10:35:06+00:00
91.0,75.0,1753266907000.0,0.0,1239.0,1239.0,0.0,2025-07-23 10:35:07+00:00
89.0,75.0,1753266908000.0,0.0,1240.0,1240.0,0.0,2025-07-23 10:35:08+00:00
88.0,75.0,1753266909000.0,0.0,1241.0,1241.0,0.0,2025-07-23 10:35:09+00:00
87.0,75.0,1753266910000.0,0.0,1242.0,1242.0,0.0,2025-07-23 10:35:10+00:00
86.0,75.0,1753266914000.0,0.0,1246.0,1246.0,0.0,2025-07-23 10:35:14+00:00
87.0,75.0,1753266917000.0,0.0,1249.0,1249.0,0.0,2025-07-23 10:35:17+00:00
89.0,75.0,1753266919000.0,0.0,1251.0,1251.0,0.0,2025-07-23 10:35:19+00:00
93.0,75.0,1753266920000.0,0.0,1252.0,1252.0,0.0,2025-07-23 10:35:20+00:00
95.0,75.0,1753266921000.0,0.0,1253.0,1253.0,0.0,2025-07-23 10:35:21+00:00
96.0,75.0,1753266923000.0,0.0,1255.0,1255.0,0.0,2025-07-23 10:35:23+00:00
100.0,75.0,1753266924000.0,0.0,1256.0,1256.0,0.0,2025-07-23 10:35:24+00:00
102.0,75.0,1753266925000.0,0.0,1257.0,1257.0,0.0,2025-07-23 10:35:25+00:00
99.0,75.0,1753266927000.0,0.0,1259.0,1259.0,0.0,2025-07-23 10:35:27+00:00
92.0,75.0,1753266928000.0,0.0,1260.0,1260.0,0.0,2025-07-23 10:35:28+00:00
88.0,75.0,1753266929000.0,0.0,1261.0,1261.0,0.0,2025-07-23 10:35:29+00:00
85.0,75.0,1753266930000.0,0.0,1262.0,1262.0,0.0,2025-07-23 10:35:30+00:00
84.0,75.0,1753266931000.0,0.0,1263.0,1263.0,0.0,2025-07-23 10:35:31+00:00
83.0,75.0,1753266932000.0,0.0,1264.0,1264.0,0.0,2025-07-23 10:35:32+00:00
81.0,75.0,1753266933000.0,0.0,1265.0,1265.0,0.0,2025-07-23 10:35:33+00:00
79.0,75.0,1753266934000.0,0.0,1266.0,1266.0,0.0,2025-07-23 10:35:34+00:00
78.0,75.0,1753266935000.0,0.0,1267.0,1267.0,0.0,2025-07-23 10:35:35+00:00
77.0,75.0,1753266936000.0,0.0,1268.0,1268.0,0.0,2025-07-23 10:35:36+00:00
75.0,75.0,1753266937000.0,0.0,1269.0,1269.0,0.0,2025-07-23 10:35:37+00:00
74.0,75.0,1753266938000.0,0.0,1270.0,1270.0,0.0,2025-07-23 10:35:38+00:00
73.0,75.0,1753266939000.0,0.0,1271.0,1271.0,0.0,2025-07-23 10:35:39+00:00
72.0,75.0,1753266940000.0,0.0,1272.0,1272.0,0.0,2025-07-23 10:35:40+00:00
71.0,75.0,1753266942000.0,0.0,1274.0,1274.0,0.0,2025-07-23 10:35:42+00:00
73.0,75.0,1753266946000.0,0.0,1278.0,1278.0,0.0,2025-07-23 10:35:46+00:00
82.0,75.0,1753266947000.0,0.0,1279.0,1279.0,0.0,2025-07-23 10:35:47+00:00
86.0,75.0,1753266948000.0,0.0,1280.0,1280.0,0.0,2025-07-23 10:35:48+00:00
87.0,75.0,1753266949000.0,0.0,1281.0,1281.0,0.0,2025-07-23 10:35:49+00:00
88.0,75.0,1753266950000.0,0.0,1282.0,1282.0,0.0,2025-07-23 10:35:50+00:00
87.0,75.0,1753266951000.0,0.0,1283.0,1283.0,0.0,2025-07-23 10:35:51+00:00
86.0,75.0,1753266955000.0,0.0,1287.0,1287.0,0.0,2025-07-23 10:35:55+00:00
85.0,75.0,1753266956000.0,0.0,1288.0,1288.0,0.0,2025-07-23 10:35:56+00:00
84.0,75.0,1753266957000.0,0.0,1289.0,1289.0,0.0,2025-07-23 10:35:57+00:00
83.0,75.0,1753266958000.0,0.0,1290.0,1290.0,0.0,2025-07-23 10:35:58+00:00
85.0,75.0,1753266961000.0,0.0,1293.0,1293.0,0.0,2025-07-23 10:36:01+00:00
86.0,75.0,1753266962000.0,0.0,1294.0,1294.0,0.0,2025-07-23 10:36:02+00:00
88.0,75.0,1753266963000.0,0.0,1295.0,1295.0,0.0,2025-07-23 10:36:03+00:00
89.0,75.0,1753266965000.0,0.0,1297.0,1297.0,0.0,2025-07-23 10:36:05+00:00
90.0,75.0,1753266966000.0,0.0,1298.0,1298.0,0.0,2025-07-23 10:36:06+00:00
90.0,75.0,1753266967000.0,0.0,1299.0,1299.0,0.0,2025-07-23 10:36:07+00:00
91.0,75.0,1753266968000.0,0.0,1300.0,1300.0,0.0,2025-07-23 10:36:08+00:00
92.0,75.0,1753266970000.0,0.0,1302.0,1302.0,0.0,2025-07-23 10:36:10+00:00
93.0,75.0,1753266971000.0,0.0,1303.0,1303.0,0.0,2025-07-23 10:36:11+00:00
94.0,75.0,1753266972000.0,0.0,1304.0,1304.0,0.0,2025-07-23 10:36:12+00:00
95.0,75.0,1753266973000.0,0.0,1305.0,1305.0,0.0,2025-07-23 10:36:13+00:00
93.0,75.0,1753266974000.0,0.0,1306.0,1306.0,0.0,2025-07-23 10:36:14+00:00
92.0,75.0,1753266975000.0,0.0,1307.0,1307.0,0.0,2025-07-23 10:36:15+00:00
91.0,75.0,1753266976000.0,0.0,1308.0,1308.0,0.0,2025-07-23 10:36:16+00:00
90.0,75.0,1753266977000.0,0.0,1309.0,1309.0,0.0,2025-07-23 10:36:17+00:00
94.0,75.0,1753266980000.0,0.0,1312.0,1312.0,0.0,2025-07-23 10:36:20+00:00
98.0,75.0,1753266981000.0,0.0,1313.0,1313.0,0.0,2025-07-23 10:36:21+00:00
108.0,75.0,1753266982000.0,0.0,1314.0,1314.0,0.0,2025-07-23 10:36:22+00:00
115.0,75.0,1753266983000.0,0.0,1315.0,1315.0,0.0,2025-07-23 10:36:23+00:00
117.0,75.0,1753266984000.0,0.0,1316.0,1316.0,0.0,2025-07-23 10:36:24+00:00
118.0,75.0,1753266985000.0,0.0,1317.0,1317.0,0.0,2025-07-23 10:36:25+00:00
119.0,75.0,1753266986000.0,0.0,1318.0,1318.0,0.0,2025-07-23 10:36:26+00:00
112.0,75.0,1753266988000.0,0.0,1320.0,1320.0,0.0,2025-07-23 10:36:28+00:00
104.0,75.0,1753266989000.0,0.0,1321.0,1321.0,0.0,2025-07-23 10:36:29+00:00
100.0,75.0,1753266990000.0,0.0,1322.0,1322.0,0.0,2025-07-23 10:36:30+00:00
99.0,75.0,1753266991000.0,0.0,1323.0,1323.0,0.0,2025-07-23 10:36:31+00:00
100.0,75.0,1753266995000.0,0.0,1327.0,1327.0,0.0,2025-07-23 10:36:35+00:00
101.0,75.0,1753266998000.0,0.0,1330.0,1330.0,0.0,2025-07-23 10:36:38+00:00
102.0,75.0,1753267000000.0,0.0,1332.0,1332.0,0.0,2025-07-23 10:36:40+00:00
103.0,75.0,1753267001000.0,0.0,1333.0,1333.0,0.0,2025-07-23 10:36:41+00:00
102.0,75.0,1753267004000.0,0.0,1336.0,1336.0,0.0,2025-07-23 10:36:44+00:00
101.0,75.0,1753267006000.0,0.0,1338.0,1338.0,0.0,2025-07-23 10:36:46+00:00
99.0,75.0,1753267007000.0,0.0,1339.0,1339.0,0.0,2025-07-23 10:36:47+00:00
96.0,75.0,1753267008000.0,0.0,1340.0,1340.0,0.0,2025-07-23 10:36:48+00:00
94.0,75.0,1753267009000.0,0.0,1341.0,1341.0,0.0,2025-07-23 10:36:49+00:00
96.0,75.0,1753267016000.0,0.0,1348.0,1348.0,0.0,2025-07-23 10:36:56+00:00
98.0,75.0,1753267017000.0,0.0,1349.0,1349.0,0.0,2025-07-23 10:36:57+00:00
99.0,75.0,1753267018000.0,0.0,1350.0,1350.0,0.0,2025-07-23 10:36:58+00:00
102.0,75.0,1753267019000.0,0.0,1351.0,1351.0,0.0,2025-07-23 10:36:59+00:00
107.0,75.0,1753267020000.0,0.0,1352.0,1352.0,0.0,2025-07-23 10:37:00+00:00
109.0,75.0,1753267021000.0,0.0,1353.0,1353.0,0.0,2025-07-23 10:37:01+00:00
110.0,75.0,1753267022000.0,0.0,1354.0,1354.0,0.0,2025-07-23 10:37:02+00:00
112.0,75.0,1753267023000.0,0.0,1355.0,1355.0,0.0,2025-07-23 10:37:03+00:00
111.0,75.0,1753267026000.0,0.0,1358.0,1358.0,0.0,2025-07-23 10:37:06+00:00
112.0,75.0,1753267028000.0,0.0,1360.0,1360.0,0.0,2025-07-23 10:37:08+00:00
110.0,75.0,1753267029000.0,0.0,1361.0,1361.0,0.0,2025-07-23 10:37:09+00:00
109.0,75.0,1753267030000.0,0.0,1362.0,1362.0,0.0,2025-07-23 10:37:10+00:00
107.0,75.0,1753267031000.0,0.0,1363.0,1363.0,0.0,2025-07-23 10:37:11+00:00
105.0,75.0,1753267032000.0,0.0,1364.0,1364.0,0.0,2025-07-23 10:37:12+00:00
