hr,body_battery,timestamp_gmt_ms,moving_s,time_s,elapsed_s,dist_m,timestamp_utc
95.0,76.0,1753266132000.0,0.0,464.0,464.0,0.0,2025-07-23 10:22:12+00:00
94.0,76.0,1753266133000.0,0.0,465.0,465.0,0.0,2025-07-23 10:22:13+00:00
101.0,76.0,1753266134000.0,0.0,466.0,466.0,0.0,2025-07-23 10:22:14+00:00
105.0,76.0,1753266135000.0,0.0,467.0,467.0,0.0,2025-07-23 10:22:15+00:00
107.0,76.0,1753266136000.0,0.0,468.0,468.0,0.0,2025-07-23 10:22:16+00:00
108.0,76.0,1753266138000.0,0.0,470.0,470.0,0.0,2025-07-23 10:22:18+00:00
106.0,76.0,1753266139000.0,0.0,471.0,471.0,0.0,2025-07-23 10:22:19+00:00
105.0,76.0,1753266140000.0,0.0,472.0,472.0,0.0,2025-07-23 10:22:20+00:00
104.0,76.0,1753266141000.0,0.0,473.0,473.0,0.0,2025-07-23 10:22:21+00:00
103.0,76.0,1753266142000.0,0.0,474.0,474.0,0.0,2025-07-23 10:22:22+00:00
102.0,76.0,1753266143000.0,0.0,475.0,475.0,0.0,2025-07-23 10:22:23+00:00
101.0,76.0,1753266147000.0,0.0,479.0,479.0,0.0,2025-07-23 10:22:27+00:00
100.0,76.0,1753266149000.0,0.0,481.0,481.0,0.0,2025-07-23 10:22:29+00:00
91.0,76.0,1753266150000.0,0.0,482.0,482.0,0.0,2025-07-23 10:22:30+00:00
85.0,76.0,1753266151000.0,0.0,483.0,483.0,0.0,2025-07-23 10:22:31+00:00
82.0,76.0,1753266152000.0,0.0,484.0,484.0,0.0,2025-07-23 10:22:32+00:00
82.0,76.0,1753266153000.0,0.0,485.0,485.0,0.0,2025-07-23 10:22:33+00:00
81.0,76.0,1753266155000.0,0.0,487.0,487.0,0.0,2025-07-23 10:22:35+00:00
80.0,76.0,1753266156000.0,0.0,488.0,488.0,0.0,2025-07-23 10:22:36+00:00
78.0,76.0,1753266157000.0,0.0,489.0,489.0,0.0,2025-07-23 10:22:37+00:00
73.0,76.0,1753266158000.0,0.0,490.0,490.0,0.0,2025-07-23 10:22:38+00:00
73.0,76.0,1753266159000.0,0.0,491.0,491.0,0.0,2025-07-23 10:22:39+00:00
72.0,76.0,1753266162000.0,0.0,494.0,494.0,0.0,2025-07-23 10:22:42+00:00
73.0,76.0,1753266163000.0,0.0,495.0,495.0,0.0,2025-07-23 10:22:43+00:00
74.0,76.0,1753266168000.0,0.0,500.0,500.0,0.0,2025-07-23 10:22:48+00:00
73.0,76.0,1753266169000.0,0.0,501.0,501.0,0.0,2025-07-23 10:22:49+00:00
74.0,76.0,1753266170000.0,0.0,502.0,502.0,0.0,2025-07-23 10:22:50+00:00
73.0,76.0,1753266172000.0,0.0,504.0,504.0,0.0,2025-07-23 10:22:52+00:00
74.0,76.0,1753266173000.0,0.0,505.0,505.0,0.0,2025-07-23 10:22:53+00:00
76.0,76.0,1753266175000.0,0.0,507.0,507.0,0.0,2025-07-23 10:22:55+00:00
77.0,76.0,1753266176000.0,0.0,508.0,508.0,0.0,2025-07-23 10:22:56+00:00
75.0,76.0,1753266180000.0,0.0,512.0,512.0,0.0,2025-07-23 10:23:00+00:00
74.0,76.0,1753266182000.0,0.0,514.0,514.0,0.0,2025-07-23 10:23:02+00:00
73.0,76.0,1753266185000.0,0.0,517.0,517.0,0.0,2025-07-23 10:23:05+00:00
72.0,76.0,1753266186000.0,0.0,518.0,518.0,0.0,2025-07-23 10:23:06+00:00
72.0,76.0,1753266189000.0,0.0,521.0,521.0,0.0,2025-07-23 10:23:09+00:00
73.0,76.0,1753266192000.0,0.0,524.0,524.0,0.0,2025-07-23 10:23:12+00:00
74.0,76.0,1753266195000.0,0.0,527.0,527.0,0.0,2025-07-23 10:23:15+00:00
73.0,76.0,1753266197000.0,0.0,529.0,529.0,0.0,2025-07-23 10:23:17+00:00
72.0,76.0,1753266199000.0,0.0,531.0,531.0,0.0,2025-07-23 10:23:19+00:00
70.0,76.0,1753266200000.0,0.0,532.0,532.0,0.0,2025-07-23 10:23:20+00:00
69.0,76.0,1753266202000.0,0.0,534.0,534.0,0.0,2025-07-23 10:23:22+00:00
66.0,76.0,1753266203000.0,0.0,535.0,535.0,0.0,2025-07-23 10:23:23+00:00
67.0,76.0,1753266205000.0,0.0,537.0,537.0,0.0,2025-07-23 10:23:25+00:00
68.0,76.0,1753266207000.0,0.0,539.0,539.0,0.0,2025-07-23 10:23:27+00:00
69.0,76.0,1753266208000.0,0.0,540.0,540.0,0.0,2025-07-23 10:23:28+00:00
70.0,76.0,1753266209000.0,0.0,541.0,541.0,0.0,2025-07-23 10:23:29+00:00
72.0,76.0,1753266210000.0,0.0,542.0,542.0,0.0,2025-07-23 10:23:30+00:00
74.0,76.0,1753266211000.0,0.0,543.0,543.0,0.0,2025-07-23 10:23:31+00:00
78.0,76.0,1753266212000.0,0.0,544.0,544.0,0.0,2025-07-23 10:23:32+00:00
79.0,76.0,1753266213000.0,0.0,545.0,545.0,0.0,2025-07-23 10:23:33+00:00
80.0,76.0,1753266214000.0,0.0,546.0,546.0,0.0,2025-07-23 10:23:34+00:00
81.0,76.0,1753266216000.0,0.0,548.0,548.0,0.0,2025-07-23 10:23:36+00:00
82.0,76.0,1753266217000.0,0.0,549.0,549.0,0.0,2025-07-23 10:23:37+00:00
83.0,76.0,1753266218000.0,0.0,550.0,550.0,0.0,2025-07-23 10:23:38+00:00
84.0,76.0,1753266221000.0,0.0,553.0,553.0,0.0,2025-07-23 10:23:41+00:00
83.0,76.0,1753266223000.0,0.0,555.0,555.0,0.0,2025-07-23 10:23:43+00:00
82.0,76.0,1753266225000.0,0.0,557.0,557.0,0.0,2025-07-23 10:23:45+00:00
81.0,76.0,1753266226000.0,0.0,558.0,558.0,0.0,2025-07-23 10:23:46+00:00
80.0,76.0,1753266228000.0,0.0,560.0,560.0,0.0,2025-07-23 10:23:48+00:00
81.0,76.0,1753266231000.0,0.0,563.0,563.0,0.0,2025-07-23 10:23:51+00:00
82.0,76.0,1753266232000.0,0.0,564.0,564.0,0.0,2025-07-23 10:23:52+00:00
83.0,76.0,1753266236000.0,0.0,568.0,568.0,0.0,2025-07-23 10:23:56+00:00
84.0,76.0,1753266239000.0,0.0,571.0,571.0,0.0,2025-07-23 10:23:59+00:00
85.0,76.0,1753266241000.0,0.0,573.0,573.0,0.0,2025-07-23 10:24:01+00:00
88.0,76.0,1753266244000.0,0.0,576.0,576.0,0.0,2025-07-23 10:24:04+00:00
87.0,76.0,1753266245000.0,0.0,577.0,577.0,0.0,2025-07-23 10:24:05+00:00
86.0,76.0,1753266252000.0,0.0,584.0,584.0,0.0,2025-07-23 10:24:12+00:00
87.0,76.0,1753266254000.0,0.0,586.0,586.0,0.0,2025-07-23 10:24:14+00:00
90.0,76.0,1753266256000.0,0.0,588.0,588.0,0.0,2025-07-23 10:24:16+00:00
92.0,76.0,1753266257000.0,0.0,589.0,589.0,0.0,2025-07-23 10:24:17+00:00
98.0,76.0,1753266258000.0,0.0,590.0,590.0,0.0,2025-07-23 10:24:18+00:00
101.0,76.0,1753266259000.0,0.0,591.0,591.0,0.0,2025-07-23 10:24:19+00:00
101.0,76.0,1753266260000.0,0.0,592.0,592.0,0.0,2025-07-23 10:24:20+00:00
102.0,76.0,1753266261000.0,0.0,593.0,593.0,0.0,2025-07-23 10:24:21+00:00
103.0,76.0,1753266262000.0,0.0,594.0,594.0,0.0,2025-07-23 10:24:22+00:00
104.0,76.0,1753266263000.0,0.0,595.0,595.0,0.0,2025-07-23 10:24:23+00:00
105.0,76.0,1753266264000.0,0.0,596.0,596.0,0.0,2025-07-23 10:24:24+00:00
104.0,76.0,1753266265000.0,0.0,597.0,597.0,0.0,2025-07-23 10:24:25+00:00
103.0,76.0,1753266267000.0,0.0,599.0,599.0,0.0,2025-07-23 10:24:27+00:00
102.0,76.0,1753266275000.0,0.0,607.0,607.0,0.0,2025-07-23 10:24:35+00:00
100.0,76.0,1753266276000.0,0.0,608.0,608.0,0.0,2025-07-23 10:24:36+00:00
99.0,76.0,1753266277000.0,0.0,609.0,609.0,0.0,2025-07-23 10:24:37+00:00
98.0,76.0,1753266278000.0,0.0,610.0,610.0,0.0,2025-07-23 10:24:38+00:00
95.0,76.0,1753266279000.0,0.0,611.0,611.0,0.0,2025-07-23 10:24:39+00:00
93.0,76.0,1753266280000.0,0.0,612.0,612.0,0.0,2025-07-23 10:24:40+00:00
92.0,76.0,1753266281000.0,0.0,613.0,613.0,0.0,2025-07-23 10:24:41+00:00
93.0,76.0,1753266283000.0,0.0,615.0,615.0,0.0,2025-07-23 10:24:43+00:00
94.0,76.0,1753266285000.0,0.0,617.0,617.0,0.0,2025-07-23 10:24:45+00:00
93.0,76.0,1753266287000.0,0.0,619.0,619.0,0.0,2025-07-23 10:24:47+00:00
91.0,76.0,1753266289000.0,0.0,621.0,621.0,0.0,2025-07-23 10:24:49+00:00
90.0,76.0,1753266290000.0,0.0,622.0,622.0,0.0,2025-07-23 10:24:50+00:00
89.0,76.0,1753266291000.0,0.0,623.0,623.0,0.0,2025-07-23 10:24:51+00:00
88.0,76.0,1753266296000.0,0.0,628.0,628.0,0.0,2025-07-23 10:24:56+00:00
88.0,76.0,1753266297000.0,0.0,629.0,629.0,0.0,2025-07-23 10:24:57+00:00
86.0,76.0,1753266299000.0,0.0,631.0,631.0,0.0,2025-07-23 10:24:59+00:00
85.0,76.0,1753266304000.0,0.0,636.0,636.0,0.0,2025-07-23 10:25:04+00:00
86.0,76.0,1753266307000.0,0.0,639.0,639.0,0.0,2025-07-23 10:25:07+00:00
84.0,76.0,1753266308000.0,0.0,640.0,640.0,0.0,2025-07-23 10:25:08+00:00
83.0,76.0,1753266309000.0,0.0,641.0,641.0,0.0,2025-07-23 10:25:09+00:00
84.0,76.0,1753266310000.0,0.0,642.0,642.0,0.0,2025-07-23 10:25:10+00:00
85.0,76.0,1753266311000.0,0.0,643.0,643.0,0.0,2025-07-23 10:25:11+00:00
84.0,76.0,1753266315000.0,0.0,647.0,647.0,0.0,2025-07-23 10:25:15+00:00
86.0,76.0,1753266317000.0,0.0,649.0,649.0,0.0,2025-07-23 10:25:17+00:00
91.0,76.0,1753266318000.0,0.0,650.0,650.0,0.0,2025-07-23 10:25:18+00:00
98.0,76.0,1753266319000.0,0.0,651.0,651.0,0.0,2025-07-23 10:25:19+00:00
102.0,76.0,1753266320000.0,0.0,652.0,652.0,0.0,2025-07-23 10:25:20+00:00
103.0,76.0,1753266321000.0,0.0,653.0,653.0,0.0,2025-07-23 10:25:21+00:00
104.0,76.0,1753266322000.0,0.0,654.0,654.0,0.0,2025-07-23 10:25:22+00:00
103.0,76.0,1753266324000.0,0.0,656.0,656.0,0.0,2025-07-23 10:25:24+00:00
102.0,76.0,1753266326000.0,0.0,658.0,658.0,0.0,2025-07-23 10:25:26+00:00
101.0,76.0,1753266329000.0,0.0,661.0,661.0,0.0,2025-07-23 10:25:29+00:00
102.0,76.0,1753266331000.0,0.0,663.0,663.0,0.0,2025-07-23 10:25:31+00:00
101.0,76.0,1753266332000.0,0.0,664.0,664.0,0.0,2025-07-23 10:25:32+00:00
100.0,76.0,1753266335000.0,0.0,667.0,667.0,0.0,2025-07-23 10:25:35+00:00
99.0,76.0,1753266336000.0,0.0,668.0,668.0,0.0,2025-07-23 10:25:36+00:00
101.0,76.0,1753266340000.0,0.0,672.0,672.0,0.0,2025-07-23 10:25:40+00:00
105.0,76.0,1753266341000.0,0.0,673.0,673.0,0.0,2025-07-23 10:25:41+00:00
107.0,76.0,1753266342000.0,0.0,674.0,674.0,0.0,2025-07-23 10:25:42+00:00
108.0,76.0,1753266343000.0,0.0,675.0,675.0,0.0,2025-07-23 10:25:43+00:00
109.0,76.0,1753266344000.0,0.0,676.0,676.0,0.0,2025-07-23 10:25:44+00:00
108.0,76.0,1753266345000.0,0.0,677.0,677.0,0.0,2025-07-23 10:25:45+00:00
107.0,76.0,1753266347000.0,0.0,679.0,679.0,0.0,2025-07-23 10:25:47+00:00
106.0,76.0,1753266348000.0,0.0,680.0,680.0,0.0,2025-07-23 10:25:48+00:00
105.0,76.0,1753266350000.0,0.0,682.0,682.0,0.0,2025-07-23 10:25:50+00:00
104.0,76.0,1753266356000.0,0.0,688.0,688.0,0.0,2025-07-23 10:25:56+00:00
105.0,76.0,1753266357000.0,0.0,689.0,689.0,0.0,2025-07-23 10:25:57+00:00
108.0,76.0,1753266359000.0,0.0,691.0,691.0,0.0,2025-07-23 10:25:59+00:00
111.0,76.0,1753266360000.0,0.0,692.0,692.0,0.0,2025-07-23 10:26:00+00:00
113.0,76.0,1753266361000.0,0.0,693.0,693.0,0.0,2025-07-23 10:26:01+00:00
112.0,76.0,1753266363000.0,0.0,695.0,695.0,0.0,2025-07-23 10:26:03+00:00
109.0,76.0,1753266364000.0,0.0,696.0,696.0,0.0,2025-07-23 10:26:04+00:00
103.0,76.0,1753266365000.0,0.0,697.0,697.0,0.0,2025-07-23 10:26:05+00:00
98.0,76.0,1753266366000.0,0.0,698.0,698.0,0.0,2025-07-23 10:26:06+00:00
96.0,76.0,1753266367000.0,0.0,699.0,699.0,0.0,2025-07-23 10:26:07+00:00
95.0,76.0,1753266368000.0,0.0,700.0,700.0,0.0,2025-07-23 10:26:08+00:00
94.0,76.0,1753266376000.0,0.0,708.0,708.0,0.0,2025-07-23 10:26:16+00:00
92.0,76.0,1753266377000.0,0.0,709.0,709.0,0.0,2025-07-23 10:26:17+00:00
91.0,76.0,1753266379000.0,0.0,711.0,711.0,0.0,2025-07-23 10:26:19+00:00
87.0,76.0,1753266380000.0,0.0,712.0,712.0,0.0,2025-07-23 10:26:20+00:00
87.0,76.0,1753266381000.0,0.0,713.0,713.0,0.0,2025-07-23 10:26:21+00:00
86.0,76.0,1753266382000.0,0.0,714.0,714.0,0.0,2025-07-23 10:26:22+00:00
87.0,76.0,1753266385000.0,0.0,717.0,717.0,0.0,2025-07-23 10:26:25+00:00
92.0,76.0,1753266386000.0,0.0,718.0,718.0,0.0,2025-07-23 10:26:26+00:00
92.0,76.0,1753266387000.0,0.0,719.0,719.0,0.0,2025-07-23 10:26:27+00:00
94.0,76.0,1753266388000.0,0.0,720.0,720.0,0.0,2025-07-23 10:26:28+00:00
95.0,76.0,1753266390000.0,0.0,722.0,722.0,0.0,2025-07-23 10:26:30+00:00
96.0,76.0,1753266391000.0,0.0,723.0,723.0,0.0,2025-07-23 10:26:31+00:00
97.0,76.0,1753266392000.0,0.0,724.0,724.0,0.0,2025-07-23 10:26:32+00:00
95.0,76.0,1753266393000.0,0.0,725.0,725.0,0.0,2025-07-23 10:26:33+00:00
92.0,76.0,1753266394000.0,0.0,726.0,726.0,0.0,2025-07-23 10:26:34+00:00
92.0,76.0,1753266395000.0,0.0,727.0,727.0,0.0,2025-07-23 10:26:35+00:00
91.0,76.0,1753266396000.0,0.0,728.0,728.0,0.0,2025-07-23 10:26:36+00:00
90.0,76.0,1753266397000.0,0.0,729.0,729.0,0.0,2025-07-23 10:26:37+00:00
89.0,76.0,1753266398000.0,0.0,730.0,730.0,0.0,2025-07-23 10:26:38+00:00
88.0,76.0,1753266400000.0,0.0,732.0,732.0,0.0,2025-07-23 10:26:40+00:00
87.0,76.0,1753266404000.0,0.0,736.0,736.0,0.0,2025-07-23 10:26:44+00:00
88.0,76.0,1753266405000.0,0.0,737.0,737.0,0.0,2025-07-23 10:26:45+00:00
88.0,76.0,1753266406000.0,0.0,738.0,738.0,0.0,2025-07-23 10:26:46+00:00
89.0,76.0,1753266409000.0,0.0,741.0,741.0,0.0,2025-07-23 10:26:49+00:00
90.0,76.0,1753266413000.0,0.0,745.0,745.0,0.0,2025-07-23 10:26:53+00:00
88.0,76.0,1753266415000.0,0.0,747.0,747.0,0.0,2025-07-23 10:26:55+00:00
86.0,76.0,1753266416000.0,0.0,748.0,748.0,0.0,2025-07-23 10:26:56+00:00
85.0,76.0,1753266418000.0,0.0,750.0,750.0,0.0,2025-07-23 10:26:58+00:00
83.0,76.0,1753266419000.0,0.0,751.0,751.0,0.0,2025-07-23 10:26:59+00:00
81.0,76.0,1753266420000.0,0.0,752.0,752.0,0.0,2025-07-23 10:27:00+00:00
82.0,76.0,1753266422000.0,0.0,754.0,754.0,0.0,2025-07-23 10:27:02+00:00
83.0,76.0,1753266423000.0,0.0,755.0,755.0,0.0,2025-07-23 10:27:03+00:00
85.0,76.0,1753266424000.0,0.0,756.0,756.0,0.0,2025-07-23 10:27:04+00:00
86.0,76.0,1753266425000.0,0.0,757.0,757.0,0.0,2025-07-23 10:27:05+00:00
87.0,76.0,1753266426000.0,0.0,758.0,758.0,0.0,2025-07-23 10:27:06+00:00
88.0,76.0,1753266427000.0,0.0,759.0,759.0,0.0,2025-07-23 10:27:07+00:00
89.0,76.0,1753266428000.0,0.0,760.0,760.0,0.0,2025-07-23 10:27:08+00:00
90.0,76.0,1753266429000.0,0.0,761.0,761.0,0.0,2025-07-23 10:27:09+00:00
91.0,76.0,1753266430000.0,0.0,762.0,762.0,0.0,2025-07-23 10:27:10+00:00
94.0,76.0,1753266431000.0,0.0,763.0,763.0,0.0,2025-07-23 10:27:11+00:00
91.0,76.0,1753266432000.0,0.0,764.0,764.0,0.0,2025-07-23 10:27:12+00:00
95.0,76.0,1753266433000.0,0.0,765.0,765.0,0.0,2025-07-23 10:27:13+00:00
100.0,76.0,1753266434000.0,0.0,766.0,766.0,0.0,2025-07-23 10:27:14+00:00
105.0,76.0,1753266435000.0,0.0,767.0,767.0,0.0,2025-07-23 10:27:15+00:00
109.0,76.0,1753266436000.0,0.0,768.0,768.0,0.0,2025-07-23 10:27:16+00:00
110.0,76.0,1753266437000.0,0.0,769.0,769.0,0.0,2025-07-23 10:27:17+00:00
112.0,76.0,1753266439000.0,0.0,771.0,771.0,0.0,2025-07-23 10:27:19+00:00
111.0,76.0,1753266444000.0,0.0,776.0,776.0,0.0,2025-07-23 10:27:24+00:00
110.0,76.0,1753266446000.0,0.0,778.0,778.0,0.0,2025-07-23 10:27:26+00:00
111.0,76.0,1753266448000.0,0.0,780.0,780.0,0.0,2025-07-23 10:27:28+00:00
110.0,76.0,1753266449000.0,0.0,781.0,781.0,0.0,2025-07-23 10:27:29+00:00
104.0,76.0,1753266450000.0,0.0,782.0,782.0,0.0,2025-07-23 10:27:30+00:00
101.0,76.0,1753266451000.0,0.0,783.0,783.0,0.0,2025-07-23 10:27:31+00:00
100.0,76.0,1753266452000.0,0.0,784.0,784.0,0.0,2025-07-23 10:27:32+00:00
98.0,76.0,1753266453000.0,0.0,785.0,785.0,0.0,2025-07-23 10:27:33+00:00
102.0,76.0,1753266454000.0,0.0,786.0,786.0,0.0,2025-07-23 10:27:34+00:00
99.0,76.0,1753266455000.0,0.0,787.0,787.0,0.0,2025-07-23 10:27:35+00:00
93.0,76.0,1753266456000.0,0.0,788.0,788.0,0.0,2025-07-23 10:27:36+00:00
89.0,76.0,1753266457000.0,0.0,789.0,789.0,0.0,2025-07-23 10:27:37+00:00
87.0,76.0,1753266458000.0,0.0,790.0,790.0,0.0,2025-07-23 10:27:38+00:00
86.0,76.0,1753266459000.0,0.0,791.0,791.0,0.0,2025-07-23 10:27:39+00:00
87.0,76.0,1753266461000.0,0.0,793.0,793.0,0.0,2025-07-23 10:27:41+00:00
90.0,76.0,1753266462000.0,0.0,794.0,794.0,0.0,2025-07-23 10:27:42+00:00
91.0,76.0,1753266463000.0,0.0,795.0,795.0,0.0,2025-07-23 10:27:43+00:00
89.0,76.0,1753266464000.0,0.0,796.0,796.0,0.0,2025-07-23 10:27:44+00:00
86.0,76.0,1753266465000.0,0.0,797.0,797.0,0.0,2025-07-23 10:27:45+00:00
84.0,76.0,1753266466000.0,0.0,798.0,798.0,0.0,2025-07-23 10:27:46+00:00
83.0,76.0,1753266468000.0,0.0,800.0,800.0,0.0,2025-07-23 10:27:48+00:00
84.0,76.0,1753266470000.0,0.0,802.0,802.0,0.0,2025-07-23 10:27:50+00:00
87.0,76.0,1753266471000.0,0.0,803.0,803.0,0.0,2025-07-23 10:27:51+00:00
88.0,76.0,1753266472000.0,0.0,804.0,804.0,0.0,2025-07-23 10:27:52+00:00
89.0,76.0,1753266475000.0,0.0,807.0,807.0,0.0,2025-07-23 10:27:55+00:00
92.0,76.0,1753266476000.0,0.0,808.0,808.0,0.0,2025-07-23 10:27:56+00:00
93.0,76.0,1753266477000.0,0.0,809.0,809.0,0.0,2025-07-23 10:27:57+00:00
90.0,76.0,1753266480000.0,0.0,812.0,812.0,0.0,2025-07-23 10:28:00+00:00
87.0,76.0,1753266481000.0,0.0,813.0,813.0,0.0,2025-07-23 10:28:01+00:00
87.0,76.0,1753266482000.0,0.0,814.0,814.0,0.0,2025-07-23 10:28:02+00:00
85.0,76.0,1753266483000.0,0.0,815.0,815.0,0.0,2025-07-23 10:28:03+00:00
86.0,76.0,1753266486000.0,0.0,818.0,818.0,0.0,2025-07-23 10:28:06+00:00
87.0,76.0,1753266487000.0,0.0,819.0,819.0,0.0,2025-07-23 10:28:07+00:00
88.0,76.0,1753266488000.0,0.0,820.0,820.0,0.0,2025-07-23 10:28:08+00:00
89.0,76.0,1753266490000.0,0.0,822.0,822.0,0.0,2025-07-23 10:28:10+00:00
91.0,76.0,1753266493000.0,0.0,825.0,825.0,0.0,2025-07-23 10:28:13+00:00
95.0,76.0,1753266494000.0,0.0,826.0,826.0,0.0,2025-07-23 10:28:14+00:00
96.0,76.0,1753266495000.0,0.0,827.0,827.0,0.0,2025-07-23 10:28:15+00:00
97.0,76.0,1753266497000.0,0.0,829.0,829.0,0.0,2025-07-23 10:28:17+00:00
96.0,76.0,1753266499000.0,0.0,831.0,831.0,0.0,2025-07-23 10:28:19+00:00
95.0,76.0,1753266500000.0,0.0,832.0,832.0,0.0,2025-07-23 10:28:20+00:00
94.0,76.0,1753266501000.0,0.0,833.0,833.0,0.0,2025-07-23 10:28:21+00:00
88.0,76.0,1753266502000.0,0.0,834.0,834.0,0.0,2025-07-23 10:28:22+00:00
79.0,76.0,1753266503000.0,0.0,835.0,835.0,0.0,2025-07-23 10:28:23+00:00
76.0,76.0,1753266504000.0,0.0,836.0,836.0,0.0,2025-07-23 10:28:24+00:00
78.0,76.0,1753266505000.0,0.0,837.0,837.0,0.0,2025-07-23 10:28:25+00:00
80.0,76.0,1753266506000.0,0.0,838.0,838.0,0.0,2025-07-23 10:28:26+00:00
84.0,76.0,1753266507000.0,0.0,839.0,839.0,0.0,2025-07-23 10:28:27+00:00
86.0,76.0,1753266508000.0,0.0,840.0,840.0,0.0,2025-07-23 10:28:28+00:00
87.0,76.0,1753266509000.0,0.0,841.0,841.0,0.0,2025-07-23 10:28:29+00:00
86.0,76.0,1753266510000.0,0.0,842.0,842.0,0.0,2025-07-23 10:28:30+00:00
85.0,76.0,1753266517000.0,0.0,849.0,849.0,0.0,2025-07-23 10:28:37+00:00
84.0,76.0,1753266518000.0,0.0,850.0,850.0,0.0,2025-07-23 10:28:38+00:00
82.0,76.0,1753266519000.0,0.0,851.0,851.0,0.0,2025-07-23 10:28:39+00:00
78.0,76.0,1753266520000.0,0.0,852.0,852.0,0.0,2025-07-23 10:28:40+00:00
77.0,76.0,1753266521000.0,0.0,853.0,853.0,0.0,2025-07-23 10:28:41+00:00
78.0,76.0,1753266524000.0,0.0,856.0,856.0,0.0,2025-07-23 10:28:44+00:00
79.0,76.0,1753266526000.0,0.0,858.0,858.0,0.0,2025-07-23 10:28:46+00:00
81.0,76.0,1753266528000.0,0.0,860.0,860.0,0.0,2025-07-23 10:28:48+00:00
86.0,76.0,1753266529000.0,0.0,861.0,861.0,0.0,2025-07-23 10:28:49+00:00
99.0,76.0,1753266530000.0,0.0,862.0,862.0,0.0,2025-07-23 10:28:50+00:00
107.0,76.0,1753266531000.0,0.0,863.0,863.0,0.0,2025-07-23 10:28:51+00:00
110.0,76.0,1753266532000.0,0.0,864.0,864.0,0.0,2025-07-23 10:28:52+00:00
111.0,76.0,1753266533000.0,0.0,865.0,865.0,0.0,2025-07-23 10:28:53+00:00
112.0,76.0,1753266534000.0,0.0,866.0,866.0,0.0,2025-07-23 10:28:54+00:00
110.0,76.0,1753266535000.0,0.0,867.0,867.0,0.0,2025-07-23 10:28:55+00:00
106.0,76.0,1753266536000.0,0.0,868.0,868.0,0.0,2025-07-23 10:28:56+00:00
104.0,76.0,1753266537000.0,0.0,869.0,869.0,0.0,2025-07-23 10:28:57+00:00
102.0,76.0,1753266538000.0,0.0,870.0,870.0,0.0,2025-07-23 10:28:58+00:00
100.0,76.0,1753266539000.0,0.0,871.0,871.0,0.0,2025-07-23 10:28:59+00:00
99.0,75.0,1753266541000.0,0.0,873.0,873.0,0.0,2025-07-23 10:29:01+00:00
101.0,75.0,1753266543000.0,0.0,875.0,875.0,0.0,2025-07-23 10:29:03+00:00
100.0,75.0,1753266544000.0,0.0,876.0,876.0,0.0,2025-07-23 10:29:04+00:00
99.0,75.0,1753266546000.0,0.0,878.0,878.0,0.0,2025-07-23 10:29:06+00:00
98.0,75.0,1753266547000.0,0.0,879.0,879.0,0.0,2025-07-23 10:29:07+00:00
97.0,75.0,1753266548000.0,0.0,880.0,880.0,0.0,2025-07-23 10:29:08+00:00
96.0,75.0,1753266549000.0,0.0,881.0,881.0,0.0,2025-07-23 10:29:09+00:00
93.0,75.0,1753266550000.0,0.0,882.0,882.0,0.0,2025-07-23 10:29:10+00:00
94.0,75.0,1753266551000.0,0.0,883.0,883.0,0.0,2025-07-23 10:29:11+00:00
93.0,75.0,1753266553000.0,0.0,885.0,885.0,0.0,2025-07-23 10:29:13+00:00
95.0,75.0,1753266554000.0,0.0,886.0,886.0,0.0,2025-07-23 10:29:14+00:00
94.0,75.0,1753266555000.0,0.0,887.0,887.0,0.0,2025-07-23 10:29:15+00:00
93.0,75.0,1753266556000.0,0.0,888.0,888.0,0.0,2025-07-23 10:29:16+00:00
92.0,75.0,1753266557000.0,0.0,889.0,889.0,0.0,2025-07-23 10:29:17+00:00
91.0,75.0,1753266561000.0,0.0,893.0,893.0,0.0,2025-07-23 10:29:21+00:00
89.0,75.0,1753266564000.0,0.0,896.0,896.0,0.0,2025-07-23 10:29:24+00:00
86.0,75.0,1753266565000.0,0.0,897.0,897.0,0.0,2025-07-23 10:29:25+00:00
78.0,75.0,1753266566000.0,0.0,898.0,898.0,0.0,2025-07-23 10:29:26+00:00
78.0,75.0,1753266567000.0,0.0,899.0,899.0,0.0,2025-07-23 10:29:27+00:00
83.0,75.0,1753266568000.0,0.0,900.0,900.0,0.0,2025-07-23 10:29:28+00:00
83.0,75.0,1753266569000.0,0.0,901.0,901.0,0.0,2025-07-23 10:29:29+00:00
82.0,75.0,1753266571000.0,0.0,903.0,903.0,0.0,2025-07-23 10:29:31+00:00
80.0,75.0,1753266572000.0,0.0,904.0,904.0,0.0,2025-07-23 10:29:32+00:00
73.0,75.0,1753266573000.0,0.0,905.0,905.0,0.0,2025-07-23 10:29:33+00:00
72.0,75.0,1753266574000.0,0.0,906.0,906.0,0.0,2025-07-23 10:29:34+00:00
75.0,75.0,1753266575000.0,0.0,907.0,907.0,0.0,2025-07-23 10:29:35+00:00
74.0,75.0,1753266579000.0,0.0,911.0,911.0,0.0,2025-07-23 10:29:39+00:00
75.0,75.0,1753266582000.0,0.0,914.0,914.0,0.0,2025-07-23 10:29:42+00:00
76.0,75.0,1753266587000.0,0.0,919.0,919.0,0.0,2025-07-23 10:29:47+00:00
77.0,75.0,1753266588000.0,0.0,920.0,920.0,0.0,2025-07-23 10:29:48+00:00
76.0,75.0,1753266589000.0,0.0,921.0,921.0,0.0,2025-07-23 10:29:49+00:00
