body_battery,dist_m,elapsed_s,hr,timestamp_gmt_ms,moving_s,time_s,timestamp_utc
45.0,0.0,1055.0,169.0,1754318288000.0,0.0,1055.0,2025-08-04 14:38:08+00:00
45.0,0.0,1064.0,170.0,1754318297000.0,0.0,1064.0,2025-08-04 14:38:17+00:00
45.0,0.0,1065.0,169.0,1754318298000.0,0.0,1065.0,2025-08-04 14:38:18+00:00
45.0,0.0,1077.0,168.0,1754318310000.0,0.0,1077.0,2025-08-04 14:38:30+00:00
45.0,0.0,1078.0,169.0,1754318311000.0,0.0,1078.0,2025-08-04 14:38:31+00:00
45.0,0.0,1081.0,168.0,1754318314000.0,0.0,1081.0,2025-08-04 14:38:34+00:00
45.0,0.0,1082.0,169.0,1754318315000.0,0.0,1082.0,2025-08-04 14:38:35+00:00
45.0,0.0,1086.0,168.0,1754318319000.0,0.0,1086.0,2025-08-04 14:38:39+00:00
45.0,0.0,1087.0,169.0,1754318320000.0,0.0,1087.0,2025-08-04 14:38:40+00:00
45.0,0.0,1091.0,168.0,1754318324000.0,0.0,1091.0,2025-08-04 14:38:44+00:00
45.0,0.0,1093.0,169.0,1754318326000.0,0.0,1093.0,2025-08-04 14:38:46+00:00
45.0,0.0,1096.0,168.0,1754318329000.0,0.0,1096.0,2025-08-04 14:38:49+00:00
45.0,0.0,1097.0,169.0,1754318330000.0,0.0,1097.0,2025-08-04 14:38:50+00:00
45.0,0.0,1098.0,168.0,1754318331000.0,0.0,1098.0,2025-08-04 14:38:51+00:00
45.0,0.0,1110.0,169.0,1754318343000.0,0.0,1110.0,2025-08-04 14:39:03+00:00
45.0,0.0,1111.0,168.0,1754318344000.0,0.0,1111.0,2025-08-04 14:39:04+00:00
45.0,0.0,1114.0,169.0,1754318347000.0,0.0,1114.0,2025-08-04 14:39:07+00:00
45.0,0.0,1119.0,170.0,1754318352000.0,0.0,1119.0,2025-08-04 14:39:12+00:00
45.0,0.0,1123.0,171.0,1754318356000.0,0.0,1123.0,2025-08-04 14:39:16+00:00
45.0,0.0,1124.0,170.0,1754318357000.0,0.0,1124.0,2025-08-04 14:39:17+00:00
45.0,0.0,1130.0,169.0,1754318363000.0,0.0,1130.0,2025-08-04 14:39:23+00:00
45.0,0.0,1131.0,170.0,1754318364000.0,0.0,1131.0,2025-08-04 14:39:24+00:00
45.0,0.0,1135.0,171.0,1754318368000.0,0.0,1135.0,2025-08-04 14:39:28+00:00
45.0,0.0,1140.0,172.0,1754318373000.0,0.0,1140.0,2025-08-04 14:39:33+00:00
45.0,0.0,1151.0,173.0,1754318384000.0,0.0,1151.0,2025-08-04 14:39:44+00:00
45.0,0.0,1152.0,172.0,1754318385000.0,0.0,1152.0,2025-08-04 14:39:45+00:00
45.0,0.0,1158.0,173.0,1754318391000.0,0.0,1158.0,2025-08-04 14:39:51+00:00
45.0,0.0,1163.0,174.0,1754318396000.0,0.0,1163.0,2025-08-04 14:39:56+00:00
45.0,0.0,1172.0,175.0,1754318405000.0,0.0,1172.0,2025-08-04 14:40:05+00:00
45.0,0.0,1175.0,176.0,1754318408000.0,0.0,1175.0,2025-08-04 14:40:08+00:00
45.0,0.0,1179.0,177.0,1754318412000.0,0.0,1179.0,2025-08-04 14:40:12+00:00
45.0,0.0,1182.0,176.0,1754318415000.0,0.0,1182.0,2025-08-04 14:40:15+00:00
45.0,0.0,1186.0,175.0,1754318419000.0,0.0,1186.0,2025-08-04 14:40:19+00:00
45.0,0.0,1191.0,174.0,1754318424000.0,0.0,1191.0,2025-08-04 14:40:24+00:00
45.0,0.0,1195.0,173.0,1754318428000.0,0.0,1195.0,2025-08-04 14:40:28+00:00
45.0,0.0,1199.0,172.0,1754318432000.0,0.0,1199.0,2025-08-04 14:40:32+00:00
